Account_Length;Vmail_Message;Day_Mins;Eve_Mins;Night_Mins;Intl_Mins;CustServ_Calls;Churn;Intl_Plan;Vmail_Plan;Day_Calls;Day_Charge;Eve_Calls;Eve_Charge;Night_Calls;Night_Charge;Intl_Calls;Intl_Charge;State;Area_Code;Phone
97;0;146;203;6;1;1;0;0;0;121;24.82;141;1;120;0;2;0;OR;415;417-2774
131;0;5;7;10;1;1;1;0;0;95;1;109;1;129;0;3;0;MS;415;333-9002
57;33;8;10;9;0;2;0;0;1;105;32.88;79;1;90;0;11;3;ME;415;369-8576
157;0;8;213;8;0;2;0;0;0;92;1;85;1;85;0;5;0;MN;510;372-6920
194;0;8;169;9;0;0;0;0;0;106;32.86;150;1;122;0;4;0;GA;510;333-6575
66;0;6;8;10;0;1;0;0;0;107;24.89;99;1;106;0;2;0;DC;415;410-1190
155;0;3;13;8;0;0;0;0;0;90;1;119;25.87;103;0;4;0;GA;510;376-1641
123;0;5;190;7;1;4;1;0;0;104;1;117;1;95;0;5;0;NY;415;329-6731
116;0;205;6;11;0;2;0;0;0;90;34.85;114;1;96;1;4;0;OK;510;393-3976
63;0;5;10;10;1;1;0;0;0;78;1;133;1;121;0;6;0;OK;415;388-7355
64;0;9;211;7;0;3;0;0;0;78;36.87;115;1;116;0;5;0;GA;510;412-7791
96;0;150;9;9;0;3;0;0;0;122;1;116;1;89;0;1;0;NJ;510;368-6111
53;0;7;206;8;0;1;0;0;0;106;1;56;1;124;0;2;0;MN;415;401-9420
105;0;212;9;8;0;3;0;0;0;113;2;128;1;114;0;7;0;ME;510;352-5750
53;37;7;8;10;12;2;0;0;1;99;1;99;1;112;0;9;0;MI;510;417-3702
101;0;6;9;8;1;1;0;0;0;130;1;101;1;52;0;4;0;MT;415;353-5714
129;30;7;9;10;0;3;0;0;1;95;1;102;18;108;0;7;0;NE;510;409-9494
122;0;10;11;10;0;1;1;0;0;141;2;136;1;100;0;5;0;ND;408;395-1901
163;0;8;7;8;1;5;0;0;0;100;1;46;1;116;0;3;0;VA;415;378-8342
93;0;6;8;8;1;0;0;0;0;120;1;85;1;107;0;9;0;VT;408;417-6044
115;0;14;8;9;0;1;1;1;0;81;2;106;1;107;0;8;0;OH;510;348-1163
25;0;11;12;7;0;1;1;0;0;80;2;66;1;80;0;4;0;AL;408;337-4600
73;0;122;6;9;0;1;0;0;0;92;1;114;1;128;0;5;0;DC;408;355-5922
120;0;7;11;10;14;2;0;0;0;88;1;99;1;90;0;2;0;ND;415;369-5810
196;0;6;9;9;0;1;0;0;0;80;1;120;1;96;0;8;0;TN;415;340-8291
97;0;9;12;10;0;0;1;0;0;90;2;127;1;103;0;4;0;DE;510;354-7397
148;0;9;7;13;0;1;0;0;0;120;1;99;1;105;1;4;0;NY;408;407-7464
85;30;7;10;7;0;1;0;0;1;107;1;101;1;104;0;5;0;AL;408;386-6411
86;0;7;167;5;0;2;1;1;0;131;27.61;102;1;118;0;2;0;OK;510;397-3746
78;13;12;7;10;0;2;0;0;1;93;2;101;1;129;0;5;0;MS;415;410-5236
106;0;9;7;102;1;3;0;0;0;89;1;67;1;90;0;4;0;MD;415;409-2412
147;38;10;11;12;1;2;0;0;1;126;2;109;1;91;1;8;0;NE;415;400-7280
145;0;9;13;8;1;1;1;0;0;89;2;121;26.77;121;0;3;0;AR;415;332-5820
91;0;8;10;4;0;3;0;0;0;100;1;107;1;89;0;3;0;IL;415;373-4483
81;46;7;11;9;0;4;0;0;1;124;28.61;103;1;98;0;2;0;IN;408;347-6717
116;24;10;6;14;0;1;0;0;1;90;2;94;1;82;1;6;0;UT;415;380-2929
69;37;155;6;6;0;1;0;0;1;98;1;105;1;117;0;4;0;LA;415;420-7692
135;0;6;8;7;0;0;0;0;0;130;1;90;1;59;0;3;0;ID;510;380-6437
73;0;10;8;11;0;2;0;0;0;102;2;110;1;71;0;8;0;KY;510;377-8309
48;0;240;141;5;0;1;0;0;0;88;2;117;1;137;0;9;0;MI;415;407-2718
125;0;12;11;4;1;0;1;1;0;78;50.73;142;1;84;0;2;0;NH;415;357-1938
100;0;166;10;6;0;1;0;0;0;102;1;97;1;93;0;4;0;WV;415;381-3735
165;33;5;9;11;16;0;0;0;1;140;1;111;1;115;1;3;0;OR;415;409-8453
64;0;7;8;179;0;2;0;0;0;98;29.67;103;1;89;0;2;0;SD;415;395-6758
116;27;7;9;12;0;1;0;1;1;137;29.84;60;1;121;1;5;0;MD;510;399-5424
147;35;7;8;227;0;3;1;1;1;109;26.78;67;1;76;0;2;3;ND;408;409-4671
115;0;9;7;12;11;1;0;0;0;113;1;102;1;119;1;7;0;TN;415;374-6525
84;35;9;201;7;0;4;0;0;1;138;1;116;1;107;0;16;0;MO;415;406-8665
86;16;6;9;11;0;4;0;0;1;105;24.62;111;1;117;0;2;0;IL;510;342-7716
134;0;11;5;8;0;2;0;0;0;85;44;114;0;106;0;7;0;UT;415;417-2221
105;0;9;8;8;0;0;1;0;0;106;2;77;1;107;0;2;0;MI;415;376-5213
88;0;6;7;257;12;2;0;0;0;119;25.99;107;1;106;0;5;0;AR;408;348-7448
90;27;7;10;5;1;2;0;0;1;51;26.64;118;1;111;0;6;0;TX;408;328-8179
86;0;6;12;10;1;1;0;0;0;85;25.64;88;1;104;0;1;0;AK;408;389-4602
37;0;221;9;118;0;4;0;0;0;126;2;110;1;98;0;3;0;TN;415;413-2238
141;32;13;12;9;0;1;1;0;1;92;54.81;107;1;111;0;3;0;NH;415;402-3370
148;0;6;11;9;0;2;0;0;0;148;1;87;1;99;0;3;0;NM;408;348-6008
163;22;9;6;6;1;2;0;0;1;91;2;102;1;109;0;2;0;MN;408;371-5655
89;35;7;8;5;0;1;0;0;1;108;29.65;100;1;74;0;3;0;IA;415;374-5224
63;0;8;230;10;0;0;0;0;0;126;30.69;98;1;73;0;3;0;RI;415;371-1187
102;0;5;182;10;1;2;0;0;0;106;1;102;1;75;0;7;0;AL;415;337-1100
76;0;7;11;7;10;1;0;0;0;94;1;80;1;114;0;4;0;NC;510;421-8141
104;0;8;5;10;6;2;0;0;0;92;1;87;0;65;0;6;0;SD;408;406-2678
109;0;6;12;9;0;3;0;0;0;82;1;109;1;80;0;9;0;MT;510;415-9649
105;0;5;11;10;0;2;0;0;0;116;1;95;1;104;0;9;0;HI;510;364-8128
63;33;8;13;264;1;1;0;0;1;111;1;89;1;55;1;4;0;MT;415;356-7817
105;24;11;8;12;0;3;0;0;1;99;2;118;1;109;1;3;0;KY;415;404-6357
68;39;142;10;302;0;1;0;1;1;140;1;89;1;72;1;5;0;DC;415;398-2138
63;21;6;6;9;10;1;0;1;1;99;25.76;89;1;114;0;4;0;CO;408;378-8029
74;0;5;133;7;0;3;0;0;0;114;1;121;0;85;0;7;0;MI;415;386-4215
76;0;7;9;8;1;0;0;0;0;85;1;66;1;113;0;2;0;AL;415;367-8156
91;0;10;182;7;1;2;1;1;0;110;41.89;98;1;106;0;2;0;KS;408;382-8079
101;0;10;8;6;0;5;0;0;0;114;2;123;1;122;0;6;0;NC;415;354-2985
116;0;288;11;10;1;0;1;0;0;120;48.96;90;1;99;0;4;0;SC;408;373-6922
131;23;7;10;12;1;1;0;0;1;145;1;93;1;100;1;1;0;CO;415;397-7125
84;0;9;8;9;0;1;0;0;0;114;36.74;107;1;104;0;3;0;MN;415;333-6296
104;0;6;9;7;0;2;0;0;0;100;1;58;1;98;0;4;0;WY;415;365-6022
108;0;9;10;11;0;3;0;0;0;112;35.82;73;1;90;0;5;0;FL;510;365-1688
111;0;8;7;11;0;0;0;0;0;117;30.91;91;1;123;1;9;0;NY;415;382-4872
155;30;3;11;9;1;1;0;0;1;103;0;110;1;96;0;5;0;OK;408;367-6136
66;0;9;8;11;0;1;0;0;0;85;1;112;1;83;1;3;0;ME;510;404-3592
64;0;9;167;7;10;1;0;0;0;73;2;65;1;119;0;5;0;NE;510;415-2949
69;0;227;11;7;0;2;0;0;0;122;2;111;1;87;0;1;0;OH;415;375-8880
116;0;10;10;7;0;3;0;0;0;73;2;87;1;89;0;5;0;CT;415;335-6832
101;0;11;8;5;1;0;0;0;0;84;43.74;115;1;109;0;7;0;DC;415;361-8367
15;0;5;216;10;1;2;0;0;0;130;1;86;1;33;0;5;0;OK;415;408-2002
88;0;13;11;6;1;4;1;0;0;136;2;72;1;118;0;2;0;NJ;415;347-8659
197;0;10;9;8;0;0;0;0;0;96;39.76;111;1;109;0;3;0;IA;415;376-2922
50;0;4;13;7;1;2;1;1;0;108;1;102;1;62;0;6;0;VA;415;382-2182
172;0;7;8;395;1;2;0;0;0;123;28.87;94;1;72;1;7;0;VA;510;408-2089
188;26;8;7;8;1;1;1;1;1;115;1;67;1;118;0;3;0;NM;415;369-6890
85;0;5;10;9;0;3;0;1;0;86;1;127;1;109;0;3;0;FL;408;347-2951
103;0;11;6;13;1;1;1;1;0;128;2;92;1;130;1;2;0;RI;510;420-6324
136;27;8;221;6;10;3;0;0;1;84;31.91;147;1;110;0;4;0;NJ;408;402-7650
155;21;8;9;4;0;0;0;0;1;91;1;84;1;111;0;4;0;NE;408;391-2702
145;0;5;8;9;0;2;0;0;0;97;22;101;1;106;0;2;0;WV;415;383-3375
116;12;221;151;179;9;2;0;0;1;108;2;118;1;80;0;6;0;WY;510;392-2733
152;0;6;8;227;0;2;0;0;0;92;1;96;1;89;0;5;0;SC;408;397-9933
65;0;12;6;11;0;0;1;1;0;123;2;112;1;71;0;10;0;MS;415;383-9306
180;0;9;250;9;0;3;1;0;0;105;2;101;1;73;0;5;0;ND;415;369-1929
67;0;5;9;8;1;0;0;0;0;117;1;124;1;141;0;6;0;IL;415;369-4377
60;0;9;5;12;0;0;0;0;0;109;1;112;0;115;1;9;0;OR;415;366-9430
138;0;9;11;209;1;0;0;0;0;96;35;94;1;63;0;8;0;UT;510;353-7407
44;0;13;6;8;0;4;1;0;0;139;2;94;1;66;0;3;0;IA;415;359-7426
25;0;10;209;9;1;2;0;0;0;69;2;117;1;82;0;6;0;ME;510;332-7391
145;0;10;6;10;0;1;0;0;0;82;2;103;1;109;0;3;0;WY;408;405-6559
122;28;166;10;7;0;2;0;0;1;62;1;88;1;84;0;3;0;WI;510;338-8784
121;0;6;8;9;1;0;1;0;0;126;24.62;82;1;81;0;9;0;SC;415;415-6347
55;0;4;5;4;1;0;0;1;0;77;1;100;0;92;0;3;0;DC;510;354-5058
77;0;9;166;9;1;1;0;0;0;84;37.71;125;1;72;0;4;0;CT;415;342-5701
12;0;9;9;8;0;2;0;0;0;98;34.78;90;1;95;0;7;0;OR;415;378-4179
64;0;9;7;122;1;3;0;0;0;93;2;114;1;78;0;3;0;OR;510;407-6391
92;44;152;11;7;10;2;0;0;1;95;25.84;73;1;121;0;1;0;NV;415;404-3105
125;29;11;7;11;17;1;1;1;1;81;2;112;1;117;1;6;0;MN;415;390-9735
160;0;7;317;7;10;1;0;0;0;117;1;129;26.95;121;0;2;0;OK;408;350-4820
79;0;7;7;9;1;0;0;0;0;83;1;84;1;142;0;8;0;KS;415;383-8807
36;0;10;8;11;7;3;0;0;0;97;39.97;104;1;110;1;7;0;RI;415;366-8382
102;0;8;7;10;0;2;0;0;0;92;31.76;123;1;131;0;4;0;DC;415;402-9704
138;0;11;7;8;0;1;0;1;0;81;45.63;115;1;96;0;4;0;IL;408;405-2209
164;0;8;10;6;0;3;0;0;0;95;32.66;94;1;100;0;3;0;UT;510;397-3939
125;0;10;11;8;0;0;1;0;0;82;40.92;85;1;74;0;3;0;MN;415;343-2689
72;0;7;6;7;0;2;0;0;0;113;1;112;1;79;0;7;0;WI;408;383-9448
74;0;13;9;259;1;3;1;0;0;86;2;99;1;121;1;5;0;MI;415;359-6232
134;41;162;14;7;0;0;0;0;1;82;1;77;1;112;0;5;0;MI;415;369-9772
145;0;7;11;9;1;1;0;0;0;89;29.89;119;1;69;0;4;0;MA;415;381-7003
136;0;5;9;135;0;0;0;0;0;91;1;111;1;107;0;5;0;AL;510;352-6732
209;0;11;10;218;0;3;1;0;0;124;2;110;1;69;0;5;0;SC;510;388-7540
66;0;9;7;11;0;3;0;1;0;84;1;88;1;107;1;3;0;WI;415;356-3333
152;20;9;4;7;0;1;0;0;1;108;2;82;0;145;0;5;0;VT;510;333-9664
162;0;2;6;203;1;1;0;0;0;121;0;136;1;97;0;13;0;CT;408;363-3763
72;0;6;6;9;0;2;0;0;0;133;1;96;0;97;0;3;0;OR;510;345-7900
101;0;11;10;6;0;4;0;0;0;89;2;114;1;85;0;7;0;HI;415;400-5511
125;0;206;8;6;1;0;0;0;0;128;1;71;1;116;0;3;0;WV;415;381-7597
46;0;2;7;6;9;2;0;0;0;105;0;83;1;89;0;2;0;RI;408;404-9775
132;0;12;10;8;0;1;1;0;0;104;2;132;1;87;0;3;0;MI;408;389-4608
193;31;3;5;6;0;0;0;0;1;58;1;105;0;108;7;3;0;ME;415;403-1742
63;0;11;245;8;1;0;1;0;0;69;2;135;1;94;0;4;0;WV;510;328-9797
124;0;8;11;8;10;1;0;0;0;134;1;113;1;111;0;3;0;NE;510;359-9223
144;0;6;11;10;0;0;0;0;0;101;1;127;1;68;0;2;0;DC;415;336-7696
116;24;8;8;7;6;2;0;0;1;138;1;90;1;89;0;3;0;NH;408;369-2214
189;30;6;8;7;1;1;0;0;1;116;1;50;1;108;0;6;0;MD;415;411-1325
97;28;12;8;13;0;1;0;0;1;93;2;98;1;78;1;8;0;NH;408;410-7553
137;50;8;178;9;1;2;0;0;1;94;31.71;106;1;100;0;4;0;WV;510;376-4284
142;38;7;136;10;0;0;0;0;1;104;27.76;114;0;127;0;6;0;IL;415;334-2800
84;0;8;8;9;1;1;0;0;0;125;1;88;1;121;0;2;0;OK;510;369-1904
119;19;7;9;9;10;1;0;0;1;110;1;100;1;123;0;6;0;NH;415;359-3833
158;0;8;4;13;0;1;0;0;0;103;1;95;0;82;1;3;0;MI;415;348-5569
50;0;12;5;7;0;1;0;0;0;127;2;100;0;105;0;6;0;ND;415;342-1960
98;0;6;7;7;0;2;0;0;0;82;1;118;1;83;0;5;0;LA;408;352-9050
101;24;5;7;7;13;2;0;0;1;95;1;86;1;90;0;9;0;HI;415;390-5316
182;0;12;8;9;0;2;1;0;0;124;2;108;1;104;0;11;0;NJ;415;418-8568
51;0;7;6;197;12;0;0;0;0;111;28.78;69;1;87;0;3;0;WV;408;401-4844
117;0;9;138;6;0;2;0;0;0;94;2;149;1;102;0;1;0;NC;510;376-5471
92;0;11;6;8;0;0;0;1;0;125;2;111;1;101;0;3;0;PA;415;409-2917
86;0;6;12;7;0;2;0;0;0;71;1;91;1;155;0;3;0;MI;408;369-6308
122;0;5;9;9;0;2;0;0;0;93;1;103;1;122;0;4;0;WY;415;357-7385
156;27;8;8;10;1;1;0;0;1;137;32.69;115;1;112;0;8;4;NJ;408;405-7119
127;0;10;9;10;1;0;1;0;0;91;41.68;92;1;128;0;6;0;NJ;510;405-3309
130;0;9;15;5;1;5;1;1;0;106;36.75;86;30.91;123;0;2;0;NC;408;384-4938
158;0;7;11;10;0;2;0;0;0;114;1;69;1;104;0;0;0;NM;408;377-2725
145;30;7;6;10;0;1;0;1;1;107;1;116;1;85;0;3;3;MS;510;405-6398
90;26;169;8;9;1;0;1;1;1;104;28.73;104;1;76;0;3;0;TX;415;355-9366
127;27;0;254;10;0;3;0;0;1;113;0;102;1;156;0;5;0;OK;510;403-1128
109;0;8;9;243;0;1;0;0;0;143;1;105;1;116;0;2;0;ID;415;384-9682
88;0;8;6;143;0;1;0;0;0;90;30.92;87;1;100;0;3;0;AL;415;352-5393
101;9;7;210;6;0;0;0;0;1;116;1;121;1;65;0;9;0;WY;510;395-1229
171;0;8;7;11;0;0;0;0;0;122;1;85;1;84;0;1;0;HI;510;361-9195
21;0;9;9;9;1;1;0;0;0;142;37.94;114;1;111;0;2;0;VA;415;351-6366
145;31;216;9;10;0;2;0;0;1;94;36.72;123;1;109;0;1;0;WV;408;346-4919
90;0;8;11;10;8;2;0;0;0;124;33.75;100;1;80;0;7;0;DE;415;354-9068
33;0;7;8;4;0;1;0;0;0;115;1;118;1;86;0;7;0;CA;408;369-2743
61;40;105;8;7;0;2;1;0;1;78;1;100;1;115;0;2;0;PA;408;343-1347
107;0;9;7;155;1;3;0;0;0;108;34.77;110;1;102;0;1;0;CO;415;336-5495
147;0;274;10;12;0;0;1;0;0;92;2;82;1;83;1;1;0;MD;408;376-4292
117;0;7;8;7;0;2;0;0;0;84;26.98;91;1;67;0;10;0;AL;510;391-8677
95;0;10;8;7;1;1;0;0;0;116;2;110;1;105;0;6;0;AL;415;350-7273
186;0;6;8;6;0;1;0;0;0;97;1;118;1;85;0;6;0;KS;510;400-6454
128;0;7;11;191;0;0;0;0;0;94;1;92;1;88;0;4;0;MI;415;422-3052
55;39;6;7;10;0;3;0;0;1;101;1;117;1;104;0;1;0;AK;408;365-6756
134;0;0;7;8;1;2;0;0;0;86;0;100;1;80;0;2;0;OH;415;406-4158
96;23;8;6;15;0;1;0;0;1;88;1;89;1;108;1;7;0;IN;415;383-4641
107;0;9;11;6;0;0;0;0;0;79;1;117;1;69;0;3;0;SC;415;368-5165
123;0;140;6;2;1;2;0;0;0;106;1;101;1;87;0;1;0;KS;415;378-2432
35;0;7;12;12;0;2;0;0;0;59;1;101;1;83;1;7;0;OK;415;362-4159
74;0;7;10;10;12;0;0;0;0;136;1;104;1;133;0;3;0;WI;408;363-7979
130;0;5;7;6;1;1;0;0;0;129;1;104;1;124;0;9;0;IN;408;334-9818
137;0;10;7;11;1;0;1;1;0;103;2;84;1;81;1;4;0;IL;408;352-5787
88;0;8;187;9;0;1;0;0;0;116;30.86;119;1;96;0;7;0;TN;415;332-3617
80;0;2;164;7;0;3;0;0;0;90;0;98;1;80;0;4;0;DC;408;327-9957
116;19;6;8;8;0;3;0;0;1;104;1;118;1;116;0;2;0;NC;408;338-7527
123;23;245;265;10;1;2;0;0;1;88;41.65;105;1;108;0;3;0;RI;510;348-8711
120;0;5;7;8;0;1;0;0;0;99;1;109;1;116;0;3;0;MS;415;421-3226
146;0;5;13;9;0;1;0;1;0;126;1;95;26.64;82;0;6;0;VA;415;391-4358
106;9;4;14;3;0;3;0;0;1;100;1;109;27.61;86;0;4;0;KY;510;379-2523
121;44;116;6;10;12;1;0;0;1;85;1;120;1;98;0;2;0;NV;408;419-2369
137;0;6;6;11;0;1;0;0;0;81;1;94;0;77;0;2;0;WI;510;382-1227
84;30;4;9;8;0;2;0;0;1;65;1;108;1;61;0;3;0;NH;408;409-5749
67;31;7;8;9;1;1;0;0;1;68;29.78;73;1;99;0;6;0;NE;510;362-7951
161;0;6;7;7;0;4;1;0;0;84;1;125;1;90;0;2;0;WI;408;415-3537
134;34;10;9;8;0;2;1;0;1;105;2;133;1;76;0;5;0;NJ;510;373-3959
62;32;9;10;8;1;0;1;1;1;93;2;132;1;137;0;3;0;ME;415;358-1346
120;24;9;10;7;9;1;0;0;1;81;38.68;71;1;128;0;13;0;WY;415;381-8422
130;30;185;10;7;0;0;0;0;1;117;1;141;1;103;0;7;2;IN;408;360-9005
20;0;8;11;11;1;2;0;0;0;89;31.76;51;1;105;1;6;0;WI;408;344-5967
68;0;7;9;8;0;1;0;0;0;119;27;105;18;101;0;3;0;VT;415;396-6390
112;0;9;9;7;0;0;0;0;0;150;1;104;1;98;0;4;0;CA;415;346-5036
77;0;8;212;12;0;3;0;0;0;95;1;98;1;81;1;4;0;IN;408;328-7252
109;0;9;7;11;9;2;0;0;0;74;37.83;75;1;94;1;3;0;SC;415;360-1745
108;0;8;7;10;0;3;0;0;0;101;1;86;1;113;0;3;0;IN;415;358-2046
79;17;7;10;9;0;1;0;0;1;114;1;93;1;114;0;2;0;IA;415;344-6935
119;0;10;10;10;0;3;1;0;0;88;40.65;79;1;92;0;3;0;MD;408;401-9665
38;0;7;9;6;0;5;1;0;0;109;29.87;97;18;109;0;3;0;MN;510;399-5291
109;29;5;11;9;9;6;1;0;1;90;1;98;1;128;0;6;0;AR;415;409-6588
78;0;4;9;8;0;1;0;0;0;74;1;58;1;147;0;6;0;MS;415;358-5721
134;0;10;10;200;0;0;0;0;0;99;2;111;1;133;9;2;0;MN;415;414-7446
47;27;165;5;12;0;2;0;0;1;89;1;118;0;95;1;4;0;WA;415;329-9517
59;27;5;4;7;0;0;0;0;1;110;1;99;0;73;0;3;0;MS;408;415-9553
151;0;8;12;9;0;0;0;0;0;106;1;103;24.88;82;0;3;0;ID;415;413-3177
129;0;2;11;7;0;1;0;0;0;131;0;105;1;135;0;4;3;NC;415;347-5113
107;27;12;9;10;1;2;0;0;1;104;2;152;1;63;0;7;0;VA;510;330-2662
137;0;258;10;7;0;0;1;1;0;112;43.86;117;1;100;0;3;0;MT;408;330-5824
76;0;4;9;8;0;1;0;0;0;142;1;75;1;76;0;2;0;MI;510;411-1261
24;0;10;5;8;1;0;0;0;0;132;2;129;0;136;0;2;0;HI;415;329-8788
169;0;6;10;5;10;2;0;0;0;82;1;110;1;67;0;4;0;NC;408;333-7869
30;0;54;7;10;0;1;0;0;0;68;0;96;1;101;0;8;0;MN;408;399-4800
70;0;9;131;9;0;3;0;0;0;87;2;114;0;104;0;3;0;WV;415;402-2072
52;0;10;8;192;11;0;1;1;0;118;42.74;80;1;53;0;2;0;SD;510;403-6187
3;0;139;10;12;0;4;0;0;0;99;1;108;1;87;1;3;0;HI;408;355-2872
38;0;5;9;8;1;2;0;0;0;114;1;105;1;98;0;2;0;MS;415;386-2970
104;0;264;6;7;0;3;0;0;0;108;44.88;75;0;91;8;8;0;NY;415;389-6081
27;0;3;204;9;0;1;0;0;0;105;1;99;1;122;0;4;0;LA;408;348-7556
166;28;7;11;5;0;1;0;1;1;126;29.89;76;1;72;0;5;0;KS;415;334-9163
13;0;9;9;11;1;2;0;0;0;100;2;79;1;112;1;8;0;MA;408;411-4293
52;0;217;6;6;0;2;0;0;0;104;36.89;83;1;109;0;4;0;AK;408;375-5562
114;25;129;290;7;0;1;0;0;1;77;1;110;24.65;110;0;5;0;SD;415;386-3823
156;0;6;6;9;0;1;0;0;0;106;1;112;13;86;0;3;0;CO;408;364-6445
90;42;8;11;9;0;0;0;0;1;66;32.86;85;1;97;0;4;3;NH;415;383-2251
62;0;8;4;8;0;2;0;0;0;122;1;95;0;106;0;5;0;WV;415;351-3169
82;33;6;10;11;11;2;0;0;1;95;1;128;1;70;1;6;0;AZ;415;413-6380
52;0;5;6;11;1;3;0;0;0;80;1;101;1;89;1;4;0;ME;510;380-9674
146;0;5;9;9;0;1;0;0;0;77;1;100;1;72;0;6;0;NH;510;345-2319
120;23;9;11;10;0;2;0;0;1;114;37.72;84;1;117;0;5;0;RI;415;377-5441
130;0;11;8;8;1;1;1;0;0;113;44.83;103;1;99;0;6;0;ID;415;358-3692
90;0;3;8;6;0;1;0;0;0;91;0;94;1;80;0;9;0;WI;408;400-5831
147;0;8;7;111;0;1;0;1;0;113;1;110;14;87;5;4;0;NM;408;357-5995
159;0;7;6;6;0;0;1;0;0;68;1;74;1;111;0;3;0;WY;415;391-2159
74;27;6;8;12;1;4;0;0;1;122;1;150;1;86;1;2;0;IL;510;398-5954
130;0;252;7;9;0;0;0;0;0;101;42.84;105;1;64;0;5;0;TX;408;385-6175
155;0;7;12;4;0;0;0;1;0;94;27.73;108;24.79;111;0;3;0;RI;408;334-2961
87;0;8;187;6;1;2;0;0;0;80;33.71;89;1;96;0;4;0;MI;415;405-4303
81;0;14;10;8;1;0;1;0;0;48;2;82;1;78;0;5;0;OR;415;406-4100
99;0;5;9;6;1;2;0;0;0;78;1;120;1;140;0;9;0;VA;510;352-4401
131;0;8;8;8;0;2;0;0;0;110;31.94;101;1;125;0;11;0;SD;510;347-1473
89;0;5;9;9;0;5;1;0;0;71;1;68;1;100;0;4;0;AL;510;347-2016
123;0;5;5;10;0;4;1;1;0;106;1;96;0;129;0;6;0;MS;415;388-8948
130;26;11;9;204;1;1;0;0;1;108;43.72;122;1;118;0;4;0;MS;510;402-5509
99;0;5;6;7;0;1;0;0;0;90;1;70;1;95;0;6;0;HI;415;367-2598
36;0;7;9;10;0;1;0;0;0;144;29.77;69;1;146;0;3;0;WV;408;370-5001
87;0;5;7;11;0;3;0;0;0;91;1;105;1;109;0;5;0;WV;415;332-3693
139;0;11;156;6;0;2;0;0;0;130;2;131;1;108;0;9;0;WV;415;403-9766
189;0;9;6;5;0;1;0;0;0;80;2;117;1;69;0;7;0;IN;510;363-2407
96;33;8;8;7;0;3;0;0;1;115;1;87;1;84;0;15;0;NM;415;395-9214
112;0;4;9;7;0;2;0;0;0;119;1;67;1;112;0;5;0;DE;408;351-8894
75;0;8;10;9;1;1;0;0;0;70;1;97;1;118;10;3;0;NC;408;406-5003
178;35;7;190;6;0;2;0;0;1;88;29.82;65;1;94;0;3;0;NM;415;398-1332
112;0;266;9;13;1;2;1;0;0;97;2;94;1;100;1;2;0;SC;415;363-8033
108;41;7;6;8;0;0;0;0;1;110;1;78;0;103;0;7;0;NJ;415;333-1012
100;0;3;9;6;14;0;0;0;0;98;1;102;1;106;0;8;0;AZ;510;391-6260
121;20;9;9;10;0;0;0;0;1;110;2;120;1;107;0;2;0;RI;510;336-1353
116;0;3;8;9;10;1;0;0;0;101;0;95;1;87;0;6;0;SD;415;365-5629
161;0;7;9;6;0;1;0;0;0;100;1;74;1;69;0;4;0;NH;415;349-4397
19;0;10;9;8;0;0;0;1;0;98;2;121;1;95;0;4;0;AL;415;380-3910
104;0;9;7;11;0;1;0;0;0;123;2;106;1;85;1;4;0;WV;415;354-7820
119;32;173;9;10;1;0;0;1;1;101;1;93;1;91;0;4;0;ID;415;338-9952
125;0;9;6;8;8;0;0;0;0;102;2;87;1;105;0;2;0;MD;415;405-1821
156;0;10;8;8;0;1;0;0;0;122;2;91;1;151;0;4;0;IN;510;329-8669
109;0;137;217;8;10;2;0;0;0;128;1;116;1;86;0;5;0;WY;415;328-8808
95;0;6;7;8;0;2;0;0;0;109;1;107;1;88;0;3;0;NH;510;409-3018
90;0;6;5;11;0;1;0;0;0;126;1;118;0;71;1;4;0;MN;408;421-5994
105;21;147;8;11;0;2;0;0;1;112;24.99;43;1;93;1;3;0;MA;415;354-4448
101;0;9;8;12;0;1;0;0;0;124;2;101;1;98;1;4;0;NH;510;352-5081
95;0;6;11;201;0;1;0;0;0;96;1;116;1;120;0;2;0;MN;415;401-7803
123;0;9;6;226;10;0;0;0;0;88;34.75;111;1;100;0;4;0;IA;415;420-6052
160;0;9;9;10;0;1;0;0;0;77;36.86;117;1;117;0;2;0;NY;408;352-6084
141;28;308;10;6;0;1;0;0;1;123;2;128;1;103;0;3;2;AL;510;388-8583
87;0;58;3;8;0;0;0;0;0;125;0;116;0;136;0;3;0;WV;415;415-3158
81;0;7;10;10;0;2;0;0;0;80;1;94;1;84;0;6;0;NM;415;402-9304
75;19;9;10;9;1;4;0;0;1;90;35.75;87;1;102;0;3;0;CA;415;341-1916
126;24;2;13;7;1;0;0;0;1;125;0;90;25.97;73;0;6;0;MA;408;381-2745
28;0;10;7;12;0;3;0;0;0;102;2;87;1;115;1;3;0;ME;415;402-5014
153;0;10;7;8;1;0;0;0;0;102;38.91;136;1;109;0;2;0;FL;415;399-8846
97;32;90;12;8;0;2;1;0;1;87;1;113;1;107;0;6;0;NH;408;328-9267
115;0;6;4;8;0;2;0;0;0;128;24.94;74;0;104;0;4;3;IN;408;348-7224
95;0;10;154;237;0;1;0;0;0;83;2;65;1;105;0;6;0;WI;408;336-2190
17;0;7;10;14;1;0;1;1;0;118;27.68;91;1;94;1;3;0;MA;415;376-4705
105;20;8;11;14;0;1;0;0;1;114;31.77;91;1;104;1;2;0;NH;415;381-4076
